"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Switzerland","CHE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191193236430.017","195848715687.21","200224296291.477","204712100849.822","211738482724.215","217217870076.852","223004397318.791","232310959374.429","241065489560.29","248740021832.269","264184231312.542","273987586086.831","282753110962.942","285053270982.814","298070936029.308","310493723866.738","348024846014.13","386678345599.465","413714805073.377","413164395107.145","429262364074.643","458820195091.514","479280657897.069","503360260789.332","524917052399.004","546805476343.839","570267482220.765","584052319305.968","610138577242.876","617711114452.177","619632654690.619","672543499596.202",
"Channel Islands","CHI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59789059114.2078","66729735171.1657","77021084269.3156","85199851653.6722","92908933315.4046","105559120796.178","117483228547.692","128677837054.135","135213000111.831","136620685313.385","147067508588.742","155745548885.8","163157616320.496","173772233140.456","188890659576.416","205184272361.174","256070327750.926","278373990855.263","275754675658.211","271327840689.37","307855669989.43","349147748338.746","374316599654.072","392670388758.784","402902197372.116","405499679728.348","424831691025.856","450891850914.83","478093905183.914","479916906216.176","479607165872.117","559157699738.298",
"China","CHN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1114092362966.43","1258454144971.54","1470221827379.2","1714031071645.16","1978859523240.62","2241662924342.53","2509209954966.27","2788246475636.25","3040855853521.21","3319971595766.32","3683441693969.14","4080387270262.51","4522477346527.11","5074660085618.61","5737893814909.69","6592135966884.01","7659999647309.11","8986556877182.31","10042810302711.2","11057126304048.5","12380164949406","13844365195917.5","15124538193948.2","16185063329894.8","17121277216284.5","17796747505545.6","18712096136720.3","19887033884256.7","21736535504587","23441908826406.9","24255795539863.4","27312548291585.8",
"Cote d'Ivoire","CIV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32828468002.0379","33952537963.0398","34641359038.2475","35394216902.704","36443284889.9111","39858773327.5987","43725798491.6726","48771606524.681","51423528838.8558","52756702600.1526","53808532299.1477","53835657714.7575","53181796089.5612","51668488436.6989","54745318863.3538","57024434641.2833","60439079764.9975","62756146525.1211","67018749389.8159","69878688708.4656","75561321721.1567","72988975597.1375","76678492637.1198","85419539319.7279","97828400548.5188","108068702923.226","112609566975.11","118051344947.092","129200001644.71","139706406985.147","144159087211.16","160692175294.034",
"Cameroon","CMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23023129075.9687","22895204382.7066","22691038874.4354","21386362251.6572","22253004111.4927","23377133850.1031","24808566398.879","26378902879.2456","27936380679.9255","29608124920.0371","31439325481.8321","33537786363.012","35585380265.6786","38266516762.4195","42063508484.339","44349226456.2001","47459310893.3723","50851260981.2027","53302407406.6438","55027666865.6117","57303422194.3313","60470659955.3627","63568300988.4898","69098828117.5587","75134546784.6375","79112640283.0814","84392895095.8137","90037541682.2009","95835079519.1943","100939193008.366","102658266354.309","110652111633.397",
"Congo, Dem. Rep.","COD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30520924083.9916","28895968774.846","26451258849.7238","23431061207.5772","22998089277.1169","23644698458.5999","23831269615.3098","22880526501.0129","22762256754.7485","22097352046.8172","21036248250.455","21058433800.7054","22017063914.4816","23703902475.3249","25980346436.1551","28438960867.9667","30876391893.4636","33695767227.8167","36480127903.4942","37762155754.6466","40932360957.33","44655249523.1256","46214046396.4042","53767800424.5674","62684684446.4372","69035657196.8065","75926663565.3293","86267287184.0017","93469914844.1305","99313346531.6708","102254584151.851","112587345048.215",
"Congo, Rep.","COG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8180638703.93984","8659871532.46294","9088568282.7095","9212848506.8315","8892706399.44188","9441012303.92784","10026355705.6039","10135527148.8369","10632690289.976","10504103233.1681","11555896475.5727","12265570086.6584","13027484159.3925","13392633332.5014","14230257724.0694","15814767038.2993","17604720849.4645","16884650233.0338","18293718363.5559","20553510906.1514","22866276258.1793","23856263885.5927","28575641891.042","28055516787.2607","28095573770.9106","22531030873.9338","19126833369.6276","21642080499.8527","21094288919.1238","21452949925.8686","20356857918.5108","20460664009.1537",
"Colombia","COL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165734739659.995","174769037689.113","185982254230.777","200643983045.24","216844486441.94","232909254683.555","242049695981.443","254669871951.697","259003666334.276","251611632162.076","264838033611.446","275348535954.994","286642058521.082","303752302607.372","328540283192.171","355204634350.444","390759574601.508","428361675889.217","450912148600.431","458974043023.694","485367194049.523","529875186711.481","553768023392.024","591783692551.88","625019201607.325","630399533935.376","665398390495.011","693117074956.624","747103674534.628","788974839859.936","756550625053.309","866075745684.771",
"Comoros","COM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","652487293.136032","638156433.012334","708381116.687626","746971274.317412","722664523.073747","764454836.52708","768396583.791366","813148632.557286","832847028.381162","860837025.389184","975837880.473896","1021101327.6542","1061125551.22653","1104833237.85769","1156269846.90763","1226367000.24951","1297670582.61859","1343402963.09095","1423450740.33942","1479000437.94257","1553319607.20478","1651292301.29229","1817991275.62344","1954973713.18646","2063131653.84177","2106508753.21872","2278472094.49749","2467927827.49339","2618927512.71815","2712711222.44921","2737360357.77012","2918046212.20084",
"Cabo Verde","CPV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359035511.703264","376389110.100932","427072977.884725","475268451.802871","578533337.188744","674607712.39943","764905599.530382","864607885.138333","983782885.137008","1109609055.82566","1296845009.5957","1355655438.9444","1449077172.13073","1539387736.93586","1741897452.42552","1920704002.38576","2138044694.53295","2528947819.18166","2748865273.95078","2731338121.64181","2804707585.27833","2976609859.53646","2939948400.20897","2964468795.09437","2979100325.6128","3145505183.22012","3358352135.31607","3570702548.67827","3821666610.85991","4110502361.88655","3545047473.72576","3949066550.61253",
"Costa Rica","CRI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15671512276.9244","16568555218.0037","18505369444.5176","20288502128.9521","21658169268.7315","23030854949.9104","23769259601.4139","25503234173.8633","27635655742.56","29206311772.9555","31023503202.0713","32829932494.9321","34480838464.0103","36679330868.0212","39330432922.4701","42176851747.8053","46663772698.6205","51861965169.2073","55361083077.4698","55229268522.8321","58889066523.555","62759466862.0172","67139321098.589","71159735248.3123","77049117295.3123","82852849095.4676","93454856085.2032","100716906502.777","106583345257.898","114238631925.992","113312462965.098","120187712024.232",
"Caribbean small states","CSS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36929540080.8757","39012775088.7481","41176285078.9413","43551198678.9832","45761990284.818","48076893178.6913","50675479831.4456","53548594593.3063","54999553147.2383","58398168740.6188","61902964680.6793","64707620982.1466","68243862064.3184","74046192703.6194","79294441224.556","84729365846.8786","93720069608.4476","99670163514.0642","103179129161.631","100318390152.052","103067338592.486","106468535730.861","107005253838.915","109538059054.257","111195201898.308","110396880191.49","110056431927.497","116493567539.51","121170897434.574","124748508838.429","116625168487.902","127612745939.226",
"Cuba","CUB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2929974143.99321","2975140410.93442","3033506265.61226","3102290163.19819","3192208984.80286","3314581098.74934","3472752753.34318","3654698613.78686","3806293422.87315","3810337222.53065","3859303360.61784","3963622285.20271","3845480707.15392","3850850783.34146","3819089816.26214","3826457855.99853","3824582003.57397","3940295041.56587","3947007783.1047","3882142806.18238","3204496824.25886","",
"Cayman Islands","CYM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3626239493.71969","3842023324.0919","3901715952.43766","3643981086.60243","3587627593.4542","3704981270.37559","3702634776.3182","3742217002.06883","3837526342.95763","3964557969.81969","4169236840.8779","4421090322.60136","4719877421.70508","4990376934.48874","4763452230.58987","",
"Cyprus","CYP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7736490739.02835","8057266605.30563","9015527546.23229","9293830793.32206","10052338650.4903","11121376992.1386","11450723347.3857","11926643020.7427","12737886795.0114","13501992603.8479","14774715455.4648","16038618589.5566","16716334243.9095","17440262373.1564","18887334890.2237","20504199481.0388","22540525467.7948","25224255833.6631","27398578346.4882","27380168962.4071","27722989190.3163","28345889454.5575","27503272837.6249","26181475628.1889","25643516530.1722","26968662454.4171","30417035705.3519","32909236997.9538","35289195643.8408","37340859737.6582","35317532449.6445","38301478414.0452",
"Czechia","CZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131419297499.264","120083115363.605","122197564736.518","125171497874.354","131563824020.572","143054656656.672","151486468032.571","152755233759.937","154186257585.989","158333514882.971","166495876725.921","180027349697.595","186119951272.35","199171050597.008","213446517773.41","225620777980.803","244952531303.089","270677664616.304","290503942992.86","289939424868.029","292047164409.841","304400911032.007","307490190596.132","324029971676.001","342099831459.922","357503876184.69","381420338169.846","411327867894.58","437267328659.807","457257664449.272","445116746875.777","473743687165.781",
"Germany","DEU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1545176827060.22","1679031586927.31","1750319818022.52","1774305509813","1855538674677.53","1923702147577.82","1971845440355.01","2015814867579.01","2079491446338.83","2158514818382.19","2236074430853.75","2336147411682.35","2406901890705.46","2468443651729.98","2585550983186.35","2622040720917.68","2814007980424.13","2985239513055.61","3103957698735.13","3015302562180.53","3185431779787.34","3415020684916.05","3487232707438.34","3628559701800.76","3807112936430.42","3889081660716.44","4165169650070.14","4386727409191.68","4579331237558.63","4624363265512.61","4560920212744.35","4815479144638.88",
"Djibouti","DJI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3624994849.43033","3854585103.65772","4170917764.95438","4362298152.14618","4630788442.32676","4967793567.42887","5337051288.67075","5466301002.96958","5938814268.47785",
"Dominica","DMA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302399702.273306","316839604.838417","330636638.358818","345789671.023582","353295525.197424","371636217.659834","390188323.950402","405591978.296451","425637307.754588","433163858.933012","453344035.177494","463261703.17657","457176562.642451","495817683.058213","524659354.603944","544660696.707752","587627943.023908","641849488.505883","700742825.314628","696985915.586738","710106742.983697","723240297.773785","705767394.597635","720553048.260504","775558493.883368","792974988.031191","852085425.178163","810451627.078835","859251735.779778","922747197.256763","778800433.791507","864177994.710806",
"Denmark","DNK","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93739604610.7382","98260217073.7512","102466266525.207","104906270256.773","112860009869.278","118715155455.904","124918174865.793","131746385113.741","136923422867.491","141846293400.642","153023382540.494","157748158240.634","164720383885.92","166139588818.315","178017919042.553","185074466960.377","202997234258.654","213029955607.664","226767483101.984","222754191687.791","238567314908.751","247352252302.688","250524614311.535","262368108591.261","270330620655.251","278748351517.934","297719080444.573","319130157564.111","333035360346.746","341312238517.289","351224965911.196","378644912853.611",
"Dominican Republic","DOM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26139555396.9229","27278672515.3136","31031006150.0742","34105997825.4037","35740120736.6306","38564143997.9667","41617747417.517","46097032586.6503","49745882146.2924","53443489094.5434","57202129277.8062","59929458421.5064","63599354105.9362","63981798826.4099","67387892416.2637","76053782609.0076","85593224291.0731","94425500387.5239","99325233351.7379","100907657469.523","110636838701.554","116474304267.389","118182716945.457","125423585902.201","136975940972.301","151560391082.114","167506141668.242","175940743802.656","192722590945.157","206080680233.151","194548406721.269","227499666712.829",
"Algeria","DZA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177964997129.524","181775547723.184","189264578615.157","189682023758.876","191988952499.4","203463321299.613","215683401610.767","221816143444.969","235752716301.448","246725425179.206","261903081378.542","275837742019.589","295824418361.379","323382529171.128","346342163527.23","378277812265.348","396579035970.579","421144777235.083","439523381045.746","449417975390.747","471192528529.498","494931055076.358","497330252318.817","497988213510.825","506135102251.566","477357607218.836","471383269260.918","485801342039.046","502878668098.692","516992474186.845","496539051021.519","537071798263.594",
"East Asia & Pacific (excluding high income)","EAP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2333781877172.85","2597623648428.84","2927642263354.09","3308642651561.2","3724883559565.8","4166329900668.93","4615010188539.41","5009613201171.11","5106428543564.19","5478731993758.99","6012368386173.79","6545633782147.86","7154615348952.67","7914194515026.17","8832623405719.21","9964767760896.73","11337403171056.4","13007695295913","14343493373510.6","15502244453745.6","17189015014805","18995452567594.4","20746065164253.6","22099662460702.6","23305439042029.3","24141181003667.4","25394626596801.2","26987607788661.4","29399839503918.5","31627679814041.4","32268039759530.8","35873668315011.7",
